datetime,parsing_unixtime,card,region,dealerName,sell_id,car_url,price,description,image,bodyType,color,engine,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,Владельцы,ПТС,Привод,Руль,Состояние,Таможня,public_date,nview,model_name_full,equipment_dict,confDict,card_type,brand,model_name,model_name2,name,sellerName
2021-04-15 16:29:29.145284+03:00,1618493369.0,Porsche Panamera I,Тобольск,,№ 1102316266,https://auto.ru/cars/used/sale/porsche/panamera/1102316266-cca89b36/,1 780 000 ₽,"БЕЗ ТОРГА!!!  НА ОБМЕН 2млн., Автомобиль в отличном техническом и внешнем состоянии, куплена в 2011г.в., полностью обслужена, вложений не требует, жирная комплектация, салон в идеальном состоянии, двигатель без задиров, масло не расходует, коробка не пинается, в живую авто смотрится на много эффектнее! БЕЗ ТОРГА!РАСМОТРЮ ВАРИАНТЫ АВТООБМЕНА С ДОПЛАТОЙ В ЛЮБУЮ СТОРОНУ",https://avatars.mds.yandex.net/get-autoru-vos/3918906/e65f0c1e12d5332006739d9b1eca2319/1200x900n,хэтчбек 5 дв.,чёрный,4.8 л / 400 л.с. / Бензин,4.8 л , 400 л.с. , Бензин,100 000 км,2010,роботизированная,3 или более,Дубликат,задний,Левый,Не требует ремонта,Растаможен,1 апреля,1467,Porsche Panamera  I S,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3918906/e65f0c1e12d5332006739d9b1eca2319/1200x900', 'km-age': 100000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'PANAMERA', 'modelName': 'Panamera', 'power': 400, 'price': 1780000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2010}",{},Б/у,Porsche,Panamera,I,S 4.8 AMT (400 л.с.),Частное лицо
2021-04-15 16:29:29.078257+03:00,1618493369.0,Porsche Cayenne Coupe I,Тюмень,,№ 1102790076,https://auto.ru/cars/used/sale/porsche/cayenne_coupe/1102790076-aea5d047/,8 300 000 ₽,"Продам личный автомобиль , в отличном техническом состоянии , без нареканий , дтп не было , сколов нет, весь в родной краске, любые проверки. Замена масла через каждые 8 т кмБензин 100 Лукойл Зимняя и летняя резина , на одних дисках.Машина в  американской пленке Avery, поклеил сразу после покупки , так как очень нравится цвет crayon. Оклейка происходила в детейлинг центре, гарантия на работы 3 года заключён гарантий договор. Сделано все отлично, ни одного нарекания. Присутствует фото и видео работ Родной цвет Biskay BlueОпции Удержание в полосе 18-позиционные адаптивные спортивные сиденья с интегрированными подголовниками и пакетом памяти для передних сиденийПодогрев задних сиденийПодогрев рулевого колесаПодголовники передних сидений с тиснением герба PorschePorsche Exclusive ManufakturСистема объемного звучания BOSE®Пневматическая подвеска с регулировкой дорожного просвета и функцией выравнивания, включая PASMМатричные светодиодные фары, включая систему динамического освещения Porsche (PDLS Plus)Камера кругового обзора Комфортный доступ Доводчики дверей Обогрев лобового стекла Спортивные насадки выхлопных труб черного цвета",https://avatars.mds.yandex.net/get-autoru-vos/4338488/e7a6e45fc938a084fa9b4c947ae4c056/1200x900n,внедорожник 5 дв.,голубой,3.0 л / 340 л.с. / Бензин,3.0 л , 340 л.с. , Бензин,26 000 км,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,14 марта,2868,Porsche Cayenne Coupe I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4338488/e7a6e45fc938a084fa9b4c947ae4c056/1200x900', 'km-age': 26000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE_COUPE', 'modelName': 'Cayenne Coupe', 'power': 340, 'price': 8300000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2019}",{},Б/у,Porsche,Cayenne Coupe,I,3.0 AT (340 л.с.) 4WD,Частное лицо
2021-04-15 16:29:30.543266+03:00,1618493370.0,Porsche Cayenne II (958), ЯсеневоТеплый Стан,РОЛЬФ Ясенево | Автомобили с пробегом,№ 1102702321,https://auto.ru/cars/used/sale/porsche/cayenne/1102702321-d1f74273/,3 037 000 ₽,"Porsche Cayenne с пробегом от официального дилерского центра РОЛЬФ Ясенево | Автомобили с пробегом — Ваша гарантия юридической чистоты сделки и исправного технического состояния автомобиля.Мы предоставляем целый спектр услуг по продаже, покупке и обмену автомобилей и комплектующих. Покупка у нас надежна и выгодна:✅ В наличии более 500 проверенных и готовых к продаже автомобилей.✅ Выгода до 82 000 рублей при обмене на Ваш автомобиль.✅ Более 400 комплектов шин, дисков, колес в сборе, а также другое дополнительное оборудование и запасные части.✅ Срочный выкуп Вашего автомобиля, в том числе кредитного.✅ Выездная оценка Вашего автомобиля.✅ Комиссионная продажа (на Ваших условиях), аукцион.✅ Бонус при покупке в кредит до 100 000 рублей.✅ Трейд-ин — обмен Вашего автомобиля на новый или с пробегом (возможна доплата с любой стороны).✅ Страхование КАСКО, ОСАГО.Мы работаем каждый день с 9:00 до 22:00 (без выходных).Москва, 40-й км МКАД (внешняя сторона), вл.1, стр.2.",https://avatars.mds.yandex.net/get-autoru-vos/4476804/bb9b19357af3b23d714751e07664fbf1/1200x900n,внедорожник 5 дв.,синий,3.0 л / 245 л.с. / Дизель,3.0 л , 245 л.с. , Дизель,73 196 км,2013,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,26 марта,1475,Porsche Cayenne  II (958) Diesel,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4476804/bb9b19357af3b23d714751e07664fbf1/1200x900', 'km-age': 73196, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 245, 'price': 3037000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2013}",{},Б/у,Porsche,Cayenne,II (958),Diesel 3.0d AT (245 л.с.) 4WD,
2021-04-15 16:29:28.308213+03:00,1618493368.0,Porsche Cayenne II Рестайлинг (958),Самара,Porsche Центр Самара,№ 1102545319,https://auto.ru/cars/used/sale/porsche/cayenne/1102545319-647b965f/,4 700 000 ₽,"Данный aвтомoбиль пpодаётcя компанией ""Прeмьеp-Спорт"", официальным дилepoм мapки Porsche в Самарской областиГoд выпуcкa пo ПТC февраль: 2015г,Дoкументы oригинальнoгo oбpaзца (ПТС). Два владельца.Комплектация включает в себя дополнительное оборудование :Светло-коричневый металлик (PalladiumMetallic)Двухцветный коричневый салон(Espresso / Cognac) с отделкойнатуральной кожей, в комбинации сдругими материаламиПанорамная крышаСистема Porsche Entry & DriveОбогрев лобового стеклаКамера заднего вида, включая датчикисистемы помощи при парковке спередии сзадиСветодиодные фары, включая системудинамического освещения Porsche(PDLS Plus)Электромеханические доводчикидверейЗеркала заднего вида (снаружи и всалоне) с функцией автоматическогозатемнения (в сочетании с 3L4/ PE5/Многослойные стекла степлоизоляциейТопливный бак объемом 100 л.Система перераспределениякрутящего момента на задней оси(Porsche Torque Vectoring Plus (PTV Plus))с электронной блокировкой заднегомежколесного дифференциала8-ступенчатая АКПП Tiptronic S cфункцией Auto Start Stop Пакет Sport Chrono21-дюймовые диски Cayenne SportEdition, окрашенные в черный цвет, срасширителями колесных арокСалон Крепления стандарта ISOFIX дляустановки детского сидения на местепассажираСолнцезащитные шторки заднихбоковых стекол с электроприводомПодогрев передних и задних сиденийВентиляция передних и заднихсиденийБоковые подушки безопасности (взадней части салона)Система помощи водителю при сменеполосы движения (Lane Change Assist4-зонный климат-контрольАвтономная системапредварительного прогрева салонаавтомобиля с дистанционнымвключениемРемни безопасности коричневогоцвета (Espresso)Сидения с 14-позиционнойрегулировкой, с пакетом памяти дляпередних сиденийЭлектро-комфорт-пакет в сочетании сопциями 3L4/PE5/PE6Подголовники передних и заднихсидений с тиснением герба PorscheПодлокотник центральной консоли впередней части салона с логотипоммоделиПакет отделки сидений декоративнойпрострочкойКоричневый (Espresso)Расширенный пакет отделки салонакожей PlusОтделка салона деревом 3-спицевое многофункциональноерулевое колесо с отделкой темнымореховым деревом, с подогревомПакет отделки элементов интерьератемным ореховым деревомОтделка салона алюминием /под алюминийНакладки на пороги из нержавеющейстали, с подсветкойPorsche Communication Management(PCM), включая навигационный модульСистема объемного звучания BOSE®Функция Bluetooth®Автомобиль по кузову целый не битый ,оклеен защитной прозрачной пленкой.Обслуживание автомобиля только у официального дилера , пробег подтверждается меж сервисными интервалами . Владелец Физ. лицо. Возможно оформление в кредит.Наш адрес: Самарская область, город Самара, 24 км, Московское шоссе, 42 стр. 2.",https://avatars.mds.yandex.net/get-autoru-vos/4387000/d948092892381687e7101078276d2bc5/1200x900n,внедорожник 5 дв.,бежевый,3.6 л / 440 л.с. / Бензин,3.6 л , 440 л.с. , Бензин,39 563 км,2015,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,20 февраля,2275,Porsche Cayenne  II Рестайлинг (958) GTS,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4387000/d948092892381687e7101078276d2bc5/1200x900', 'km-age': 39563, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 440, 'price': 4700000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2015}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'CAYENNE', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'PREMIUM', 'group': 'business', 'power': 440, 'year': 2014}",Б/у,Porsche,Cayenne,II Рестайлинг (958),GTS 3.6 AT (440 л.с.) 4WD,
2021-04-15 16:29:28.272513+03:00,1618493368.0,Porsche Boxster III (981),Москва,,№ 1102659496,https://auto.ru/cars/used/sale/porsche/boxster/1102659496-1c7c5ed7/,3 000 000 ₽,Продаю свою машину. Состояние новой.,https://avatars.mds.yandex.net/get-autoru-vos/3923961/0dfb2586ce93234071733063a704fce6/1200x900n,родстер,коричневый,2.7 л / 265 л.с. / Бензин,2.7 л , 265 л.с. , Бензин,40 000 км,2013,роботизированная,2 владельца,Оригинал,задний,Левый,Не требует ремонта,Растаможен,2 марта,17301,Porsche Boxster III (981),"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3923961/0dfb2586ce93234071733063a704fce6/1200x900', 'km-age': 40000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'BOXSTER', 'modelName': 'Boxster', 'power': 265, 'price': 3000000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2013}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'BOXSTER', 'state': 'used', 'class': 'S', 'type': None, 'segment': 'PREMIUM', 'group': 'city', 'power': 265, 'year': 2012}",Б/у,Porsche,Boxster,III (981),2.7 AMT (265 л.с.),Собственник 
2021-04-15 16:29:26.312772+03:00,1618493366.0,Porsche Cayenne I Рестайлинг (957),Белгород,,№ 1102661170,https://auto.ru/cars/used/sale/porsche/cayenne/1102661170-a2b2b959/,1 300 000 ₽,Хороший автомобиль. За два года владения никаких нареканий нет.  Ремонта не требует. Какие вопросы задавайте по телефону.,https://avatars.mds.yandex.net/get-autoru-vos/4373680/e426855b74807d66c00d1a127eb1d1af/1200x900n,внедорожник 5 дв.,чёрный,3.0 л / 240 л.с. / Дизель,3.0 л , 240 л.с. , Дизель,228 000 км,2009,автоматическая,3 или более,Дубликат,полный,Левый,Не требует ремонта,Растаможен,2 марта,2957,Porsche Cayenne  I Рестайлинг (957) Diesel,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4373680/e426855b74807d66c00d1a127eb1d1af/1200x900', 'km-age': 228000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 240, 'price': 1300000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2009}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'CAYENNE', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'PREMIUM', 'group': 'business', 'power': 240, 'year': 2007}",Б/у,Porsche,Cayenne,I Рестайлинг (957),Diesel 3.0d AT (240 л.с.) 4WD,Частное лицо
2021-04-15 16:29:31.855546+03:00,1618493371.0,Porsche Cayenne II Рестайлинг (958), ЗИЛАвтозаводская,AVILON АВТОМОБИЛИ С ПРОБЕГОМ ЗИЛ,№ 1102899506,https://auto.ru/cars/used/sale/porsche/cayenne/1102899506-ddbe6e18/,3 925 000 ₽,"Внимание! Только для клиентов AVILON Автомобили с пробегом мы предлагаем специальную кредитную программу «Гарантия минимального ежемесячного платежа».Условия кредитования:• Первоначальный взнос от 30%.• Размер процентной ставки после снижения/перерасчета в конце срока кредита 9,9%.• Срок кредита – до 72 месяцев (до 6 лет).Увеличенная дополнительная скидка:1. До 150 000р. при обмене своего автомобиля на наш по системе trade-in2. От 150 000р. при оформлении кредита по сниженной ставки от банка-партнёра и полиса КАСКО Все скидки и спецпредложения СУММИРУЮТСЯ!Автомобиль Porsche Cayenne от AVILON Автомобили с пробегом – это: •	Обслуживание и предпродажная подготовка только на сертифицированных сервисных станциях с предоставлением официальной диагностики. •	Обязательная юридическая проверка автомобиля, что обеспечивает полную прозрачность сервисной истории и исключает наличие финансового обременения.Купи или продай любой авто официально в AVILON Автомобили с пробегом.Позвоните нам и все узнайте подробнее! #cme44-ТИ-UY13466. [hhdbode:38895]",https://avatars.mds.yandex.net/get-autoru-vos/4466296/21679b6728ae8b9d8cb0770259744b8d/1200x900n,внедорожник 5 дв.,чёрный,3.6 л / 300 л.с. / Бензин,3.6 л , 300 л.с. , Бензин,46 843 км,2017,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,22 марта,2008,Porsche Cayenne II Рестайлинг (958),"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4466296/21679b6728ae8b9d8cb0770259744b8d/1200x900', 'km-age': 46843, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 300, 'price': 3925000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2017}",{},Б/у,Porsche,Cayenne,II Рестайлинг (958),3.6 AT (300 л.с.) 4WD,
2021-04-15 16:29:28.101323+03:00,1618493368.0,Porsche Cayenne II (958),Пенза,,№ 1102412971,https://auto.ru/cars/used/sale/porsche/cayenne/1102412971-67144b05/,1 597 000 ₽,"Автомобиль диллерский, за время эксплуатации 2 собственника. Автомобиль полностью обслужен, без окрасов. 2  комплекта резины на дисках, 2 ключа, 2 собственника, птс оригинал без свободных полей, заключение от официального диллера об отсутствии задиров на последней фотографии. Данную диагностику проводили в диллерском центре Нижнего Новгорода. Скину отчет и историю сервиса на электронную почту или мессенджер.",https://avatars.mds.yandex.net/get-autoru-vos/3937311/4d159f2f3631f2319f94b2889f3f387c/1200x900n,внедорожник 5 дв.,синий,4.8 л / 400 л.с. / Бензин,4.8 л , 400 л.с. , Бензин,208 900 км,2011,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,Растаможен,4 апреля,311,Porsche Cayenne  II (958) S,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3937311/4d159f2f3631f2319f94b2889f3f387c/1200x900', 'km-age': 208900, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 400, 'price': 1597000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2011}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'CAYENNE', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'PREMIUM', 'group': 'business', 'power': 400, 'year': 2010}",Б/у,Porsche,Cayenne,II (958),S 4.8 AT (400 л.с.) 4WD,Вадим
2021-04-15 16:29:28.960724+03:00,1618493368.0,Porsche Panamera I Рестайлинг,Москва,,№ 1100752504,https://auto.ru/cars/used/sale/porsche/panamera/1100752504-b5eb4eee/,3 250 000 ₽,"Приобретён у официального дилера Porsche Центр Таганка.Один владелец. За рулем ездила супруга. Бережное эксплуатирование.Салон не прокуренный. Обслуживался у официального дилера, за исключением последнего ТО. При последнем ТО на пробеге 68.000 заменены:Масло моторное Замена фильтра масляногоЗамена фильтра воздушногоЗамена фильтра салонного Замена свечей зажиганияЗамена передних и задних колодок с датчикамиОдно ДТП (с левой водительской стороны, после чего были заменены: левое переднее крыло, левая передняя дверь, передний бампер. Заменены шторки подушки безопасности с левой стороны.В базе еще 3 ДТП которые с трудом можно назвать ДТП, это были удары сзади в пробке, притертости при парковках.НА МАШИНЕ ОГРАНИЧЕНИЙ НЕТ!!! В ГИБДД не актуальные данные. В период до 15.02.21 ограничения будут сняты.Комплект НОВЫХ дисков с зимней резиной (смотреть последние 4 фото)Весь комплект оригинальных документов, 2 комплекта ключей.Причина продажи: пополнение в семье.Любые проверки за ваш счёт.Место показа: метро Крылатское.",https://avatars.mds.yandex.net/get-autoru-vos/1633543/9fd2713d7afd3e0a0dc1f2f34694de0b/1200x900n,хэтчбек 5 дв.,чёрный,3.6 л / 310 л.с. / Бензин,3.6 л , 310 л.с. , Бензин,68 300 км,2016,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,14 сентября 2020,23242,Porsche Panamera  I Рестайлинг 4,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1633543/9fd2713d7afd3e0a0dc1f2f34694de0b/1200x900', 'km-age': 68300, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'PANAMERA', 'modelName': 'Panamera', 'power': 310, 'price': 3250000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2016}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'PANAMERA', 'state': 'used', 'class': 'F', 'type': None, 'segment': 'PREMIUM', 'group': 'business', 'power': 310, 'year': 2013}",Б/у,Porsche,Panamera,I Рестайлинг,4 3.6 AMT (310 л.с.) 4WD,Частное лицо
2021-04-15 16:29:30.017600+03:00,1618493370.0,Porsche Cayenne II Рестайлинг (958),Москва,,№ 1102188087,https://auto.ru/cars/used/sale/porsche/cayenne/1102188087-5ade2b77/,3 600 000 ₽,"Машина покупалась и обслуживалась у дилера, установлен оригинальный обвес TOPCAR ( обвес устанавливался у дилера), в живую машина смотрится очень красиво!!! Вся в родной краске. По комплектации жирный - жир (самая максимальная на момент покупки).По технике без каких либо нареканий, все ТО проходили согласно регламенту.Салоны огромная просьба не звонить!!!",https://avatars.mds.yandex.net/get-autoru-vos/4211830/823005b508c2c70d009e87f3231b223b/1200x900n,внедорожник 5 дв.,красный,3.0 л / 333 л.с. / Гибрид,3.0 л , 333 л.с. , Гибрид,139 000 км,2015,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,10 апреля,219,Porsche Cayenne  II Рестайлинг (958) S E-Hybrid,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'HYBRID', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4211830/823005b508c2c70d009e87f3231b223b/1200x900', 'km-age': 139000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 333, 'price': 3600000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2015}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'CAYENNE', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'PREMIUM', 'group': 'business', 'power': 333, 'year': 2014}",Б/у,Porsche,Cayenne,II Рестайлинг (958),S E-Hybrid 3.0hyb AT (333 л.с.) 4WD,Частное лицо
2021-04-15 16:29:33.425493+03:00,1618493373.0,Porsche Macan I, ЯсеневоТеплый Стан,РОЛЬФ Ясенево | Автомобили с пробегом,№ 1102457744,https://auto.ru/cars/used/sale/porsche/macan/1102457744-d052c752/,3 197 000 ₽,"Porsche Macan с пробегом от официального дилерского центра РОЛЬФ Ясенево | Автомобили с пробегом — Ваша гарантия юридической чистоты сделки и исправного технического состояния автомобиля.Мы предоставляем целый спектр услуг по продаже, покупке и обмену автомобилей и комплектующих. Покупка у нас надежна и выгодна:✅ В наличии более 500 проверенных и готовых к продаже автомобилей.✅ Выгода до 82 000 рублей при обмене на Ваш автомобиль.✅ Более 400 комплектов шин, дисков, колес в сборе, а также другое дополнительное оборудование и запасные части.✅ Срочный выкуп Вашего автомобиля, в том числе кредитного.✅ Выездная оценка Вашего автомобиля.✅ Комиссионная продажа (на Ваших условиях), аукцион.✅ Бонус при покупке в кредит до 100 000 рублей.✅ Трейд-ин — обмен Вашего автомобиля на новый или с пробегом (возможна доплата с любой стороны).✅ Страхование КАСКО, ОСАГО.Мы работаем каждый день с 9:00 до 22:00 (без выходных).Москва, 40-й км МКАД (внешняя сторона), вл.1, стр.2.",https://avatars.mds.yandex.net/get-autoru-vos/4402921/60dab103c201273a7a961e2b3b6978c2/1200x900n,внедорожник 5 дв.,белый,2.0 л / 252 л.с. / Бензин,2.0 л , 252 л.с. , Бензин,59 314 км,2018,роботизированная,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,26 марта,992,Porsche Macan I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4402921/60dab103c201273a7a961e2b3b6978c2/1200x900', 'km-age': 59314, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'MACAN', 'modelName': 'Macan', 'power': 252, 'price': 3197000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2018}",{},Б/у,Porsche,Macan,I,2.0 AMT (252 л.с.) 4WD,
2021-04-15 16:29:30.414023+03:00,1618493370.0,Porsche Cayenne III,Ростов-на-Дону,Porsche Центр Ростов-на-Дону,№ 1102910181,https://auto.ru/cars/used/sale/porsche/cayenne/1102910181-0c877e2c/,9 965 000 ₽,"ПТС оригинальный!Продажа БЕЗ НДС!Эксплуатировался одним владельцем.Автомобиль прошел комплексную проверку по 111 пунктам.Вложений автомобиль ни каких не требует.Возможно приобрести автомобиль с сертификатом продлённой гарантии на 2 года.Дополнительные СПЕЦИАЛЬНЫЕ УСЛОВИЯ при покупке в кредит или с ОБМЕНОМ на Ваш АВТОМОБИЛЬ!Комплектация:Двухцветный кожаный салон Черный / Красный (Black / Bordeaux Red),Пакет Sport Design21-дюймовые диски Cayenne Exclusive Design, окрашены в черный металлик (Jet Black), с расширителями колесных арок в цвет кузоваВентиляция передних сиденийКомфортный доступПотолок с отделкой алькантаройСистема объемного звучания BOSE®Крышки ступиц с цветным гербом PorscheПневматическая подвеска с регулировкой дорожного просвета и функцией выравнивания, включая PASMЧугунные тормозные диски с покрытием из карбида вольфрама (PSCB)Система помощи водителю при смене полосы движения (Lane Change Assist (LCA))Матричные светодиодные фары, включая систему динамического освещения Porsche (PDLS Plus)18-позиционные адаптивные спортивные сиденья с пакетом памятиПодогрев задних сиденийПодогрев рулевого колесаСистема подавления кренов (Porsche Dynamic Chassis Control (PDCC))Пакет Sport Chrono, включая кнопку переключения режимовРемни безопасности бордового цвета (Bordeaux Red)Электромеханические доводчики дверейДатчики системы помощи при парковке спереди и сзади, включая камеру кругового обзораРамки боковых стекол окрашены в черный цвет (глянец)Дополнительное освещение салонаВозможен торг.",https://avatars.mds.yandex.net/get-autoru-vos/4391738/34305761093b55b4224903eafaf3c43d/1200x900n,внедорожник 5 дв.,серый,4.0 л / 550 л.с. / Бензин,4.0 л , 550 л.с. , Бензин,39 000 км,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,23 марта,1581,Porsche Cayenne  III Turbo,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4391738/34305761093b55b4224903eafaf3c43d/1200x900', 'km-age': 39000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'CAYENNE', 'modelName': 'Cayenne', 'power': 550, 'price': 9965000, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2019}","{'category': 'cars', 'mark': 'PORSCHE', 'model': 'CAYENNE', 'state': 'new', 'class': 'J', 'type': 'suv', 'segment': 'PREMIUM', 'group': 'business', 'power': 550, 'year': 2017}",Б/у,Porsche,Cayenne,III,Turbo 4.0 AT (550 л.с.) 4WD,
2021-04-15 16:29:31.920621+03:00,1618493371.0,Porsche 356 II (A), Парк Победы,,№ 1101189676,https://auto.ru/cars/used/sale/porsche/356/1101189676-90ea564d/,59 604 352 ₽,"Porsche 356 Speedster 1956 года. Один из 300 первых произведенных Порше в мире.Музейное состояние.Все детали оригинальные.Matching number - все детали автомобиля проштампованы, оригинальны от 1956 года.Более 100 фотографий реставрации, реставрация заняла 4 года.Автомобиль готов к участию в Mille Miglia и Pebble Beach Concours d'Elegance в Монтерей.",https://avatars.mds.yandex.net/get-autoru-vos/1998570/0ab3a31378c7d6467ed8d902550c85e6/1200x900n,кабриолет,серый,1.6 л / 105 л.с. / Бензин,1.6 л , 105 л.с. , Бензин,1 км,1956,механическая,1 владелец,Оригинал,задний,Левый,Не требует ремонта,Растаможен,8 октября 2020,108001,Porsche 356 II (A),"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/1998570/0ab3a31378c7d6467ed8d902550c85e6/1200x900', 'km-age': 1, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': '356', 'modelName': '356', 'power': 105, 'price': 59604352, 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1956}","{'category': 'cars', 'mark': 'PORSCHE', 'model': '356', 'state': 'used', 'type': None, 'segment': 'PREMIUM', 'group': 'city', 'power': 105, 'year': 1955}",Б/у,Porsche,356,II (A),1.6 MT (105 л.с.),Наталья (представитель продавца)
