datetime,parsing_unixtime,card,region,dealerName,sell_id,car_url,price,description,image,bodyType,color,engine,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,Владельцы,ПТС,Привод,Руль,Состояние,Таможня,public_date,nview,model_name_full,equipment_dict,confDict,card_type,brand,model_name,model_name2,name,sellerName
2021-04-15 12:03:07.773706+03:00,1618477387.0,Haval H6 2014-2020,Екатеринбург,,№ 1102801443,https://auto.ru/cars/used/sale/haval/h6/1102801443-93f9d23c/,1 215 000 ₽,Полная комплектация ,https://avatars.mds.yandex.net/get-autoru-vos/4355738/cc5a9dd0ced25e3b983846e7b658ef9c/1200x900n,внедорожник 5 дв.,белый,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,56 000 км,2019,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,15 марта,549,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4355738/cc5a9dd0ced25e3b983846e7b658ef9c/1200x900', 'km-age': 56000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1215000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.) 4WD,Александр 
2021-04-15 12:03:05.890568+03:00,1618477385.0,Haval H6 2014-2020,Набережные Челны,Герман Авто Haval Набережные Челны,№ 1103106552,https://auto.ru/cars/used/sale/haval/h6/1103106552-d294e912/,1 250 000 ₽,"HAVAL H6 - Автомобиль от автосалона Герман Авто Набережные Челны.Оригинальный пробег.  Превосходное состояние салона и кузова. На автомобиле проведена комплексная диагностика с измерением толщины лакокрасочного покрытия, все детали в заводском окрасе. Техническое состояние вложений не требует. Богатая комплектация (Elite): климат и круиз-контроль, люк, теплые опции и многое другое. Установлена сигнализация с а/з, Так же свой автомобиль вы можете обменять, срочно продать, поставить на реализацию или использовать его как 1-й взнос в кредит.Консультация по вопросам страхования и кредитования автомобиля осуществляется на месте.Наш адрес: проспект Хасана Туфана 3Ас1Мы открыты ежедневно с 9:00 до 19:00.",https://avatars.mds.yandex.net/get-autoru-vos/4358874/7f8c8426ad864b2c8f26ba190e138f19/1200x900n,внедорожник 5 дв.,коричневый,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,58 000 км,2019,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,8 апреля,149,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4358874/7f8c8426ad864b2c8f26ba190e138f19/1200x900', 'km-age': 58000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1250000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2019}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 143, 'year': 2014}",Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.) 4WD,
2021-04-15 12:03:06.911235+03:00,1618477386.0,Haval H6 2014-2020, Фили,GOLD STAR MOTORS,№ 1102158061,https://auto.ru/cars/used/sale/haval/h6/1102158061-a3f9d178/,1 107 000 ₽,"При покупке автомобиля до 30 апреля  ► Выгода до 80 000 руб. при обмене на Ваш автомобиль,► Гарантированная скидка при покупке в кредит до 120 000 руб.,► И набор ПОДАРКОВ на сумму до  30 000 руб.► Предоставляем ГАРАНТИЮ на ДВС и КПП - 1 Год!Условия автокредитования:— Первоначальный взнос от 0%;— Более 20 кредитных программ;— Ставка по кредиту от 4,9% годовых;— Срок кредита от 6 месяцев до 7 лет;— Минимальный пакет документов – паспорт и вод. удостоверение;— Сумма кредита от 60 000 руб. до 3 000 000 рублей;— Досрочное погашение без штрафов и комиссий;— КАСКО – необязательно.Техническая диагностика – мы проверили состояние всех наших автомобилей по 86 пунктам. Со всеми результатами диагностики Вы можете подробно ознакомиться у нас в салонах.Предоставляем гарантию юридической чистоты, а так же год технической гарантии на двигатель и КПП в письменной форме. Работаем ежедневно, без праздников и выходных: 9: 00 - 21: 00!!!Крытое  освещенное помещение!Записаться на тест-драйв, а так же получить подробную информацию можно у специалистов автоцентра по указанному номеру телефона.",https://avatars.mds.yandex.net/get-autoru-vos/4762348/599f5a1fdba69789460832b26c104b1c/1200x900n,внедорожник 5 дв.,чёрный,1.5 л / 150 л.с. / Бензин,1.5 л , 150 л.с. , Бензин,119 275 км,2018,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,6 апреля,583,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4762348/599f5a1fdba69789460832b26c104b1c/1200x900', 'km-age': 119275, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 150, 'price': 1107000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2018}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 150, 'year': 2014}",Б/у,Haval,H6,2014-2020,1.5 MT (150 л.с.) 4WD,
2021-04-15 12:03:09.170345+03:00,1618477389.0,Haval H6 2014-2020,Тюмень,Fresh Auto Тюмень,№ 1102822498,https://auto.ru/cars/used/sale/haval/h6/1102822498-e5bb6627/,969 000 ₽,"Автомобиль приобретался у официального дилера.1 владелец, оригинальный ПТС.Дополнительные опции:- Камера заднего вида- Люк с электроприводом- Электропривод передних сидений- Бесключевой доступ в салон и запуск двигателя- Датчики дождя и света- Круиз-контроль- Двухзонный климат-контроль- Передние и задние датчики парковки- Подогрев передних сиденийДополнительное оборудование:- Сигнализация с автозапуском      611767.Кредит от 8%Первоначальный взнос от 0%Более 20 банков-партнеровВаш автомобиль может быть первоначальным взносомОформление за 30 минутПо двум документамБез справок и поручителейБез скрытых платежей и комиссийВозможна дистанционная подача заявки на кредитБолее подробная информация на сайте Fresh auto [hhcfbeb:85085]",https://avatars.mds.yandex.net/get-autoru-vos/4366239/ee64b1d1ea0e6edce931fcfa50a1f2eb/1200x900n,внедорожник 5 дв.,чёрный,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,95 179 км,2016,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,16 марта,426,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4366239/ee64b1d1ea0e6edce931fcfa50a1f2eb/1200x900', 'km-age': 95179, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 969000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2016}",{},Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.) 4WD,
2021-04-15 12:03:09.718806+03:00,1618477389.0,Haval F7 I,Уфа,,№ 1102821676,https://auto.ru/cars/used/sale/haval/f7/1102821676-9dd063e8/,1 680 000 ₽,"Состояние нового авто, есть всё, колеса на R19, зима липучка. ",https://avatars.mds.yandex.net/get-autoru-vos/4034186/7ec2f9a83e3733f269089ab987530cc1/1200x900n,внедорожник 5 дв.,чёрный,1.5 л / 150 л.с. / Бензин,1.5 л , 150 л.с. , Бензин,4 000 км,2020,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,16 марта,635,Haval F7 I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4034186/7ec2f9a83e3733f269089ab987530cc1/1200x900', 'km-age': 4000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'F7', 'modelName': 'F7', 'power': 150, 'price': 1680000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2020}",{},Б/у,Haval,F7,I,1.5 AMT (150 л.с.) 4WD,Частное лицо
2021-04-15 12:03:09.483893+03:00,1618477389.0,Haval H6 2014-2020, ОтрадноеВладыкино,РОЛЬФ Алтуфьево | Автомобили с пробегом,№ 1102694138,https://auto.ru/cars/used/sale/haval/h6/1102694138-77c29df2/,1 138 000 ₽,"РОЛЬФ Алтуфьево — это целых 29 лет успешной покупки и продажи легковых и коммерческих автомобилей с пробегом.Получите особое предложение на Haval H6 в нашем дилерском центре.Haval H6 готов покорять улицы мегаполиса, ведь он прошел:— комплексную техническую и криминальную проверку;— проверенную историю кузовных ремонтов сертифицированным экспертом;— гарантию юридической чистоты в соответствии с нормами законодательства РФ.Спектр услуг РОЛЬФ Алтуфьево:✅ Срочный выкуп Вашего автомобиля. Деньги в день обращения — в течение 3 часов.✅ Выкуп кредитных автомобилей. Погашение кредита за Вас.✅ Трейд-ин — обмен Вашего автомобиля на новый или с пробегом.✅ Комиссионная продажа на Ваших условиях.✅ Кредитование (первоначальный взнос необязателен).✅ Страхование КАСКО, ОСАГО.✅ Установка дополнительного оборудования и продажа запасных частей.📌 Мы находимся по адресу: г. Москва, Алтуфьевское ш., 31, стр. 8.📌 Работаем ежедневно с 09:00 до 22:00.📌 Звоните нам, а лучше приезжайте уже сегодня. Мы всегда рады видеть Вас!",https://avatars.mds.yandex.net/get-autoru-vos/4119814/c779f48a33f73762bc4e1753ec9a1138/1200x900n,внедорожник 5 дв.,серый,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,9 285 км,2019,механическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,Растаможен,5 марта,1197,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4119814/c779f48a33f73762bc4e1753ec9a1138/1200x900', 'km-age': 9285, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1138000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2019}",{},Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.),
2021-04-15 12:03:10.367346+03:00,1618477390.0,Haval H9 I Рестайлинг,Березники,,№ 1098365798,https://auto.ru/cars/used/sale/haval/h9/1098365798-da9e2d96/,2 400 000 ₽,вложение не требуется,https://avatars.mds.yandex.net/get-verba/1030388/2a0000016ae0c8914e757e194c68a19d964d/cattouch,внедорожник 5 дв.,чёрный,2.0 л / 190 л.с. / Дизель,2.0 л , 190 л.с. , Дизель,27 000 км,2018,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,27 мая 2020,2000,Haval H9 I Рестайлинг,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-verba/1030388/2a0000016ae0c8914e757e194c68a19d964d/cattouch', 'km-age': 27000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H9', 'modelName': 'H9', 'power': 190, 'price': 2400000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2018}",{},Б/у,Haval,H9,I Рестайлинг,2.0d AT (190 л.с.) 4WD,Частное лицо
2021-04-15 12:03:07.684612+03:00,1618477387.0,Haval H6 2014-2020,Мурманск,АЦ Автомобили с пробегом,№ 1102365912,https://auto.ru/cars/used/sale/haval/h6/1102365912-d0130d38/,899 000 ₽,"Покупка автомобиля, должна доставлять удовольствие!Компетенция, забота, качество — это наши принципы обслуживания клиентов!Вы можете приобрести любой автомобиль ОНЛАЙН!!БЕСПЛАТНАЯ ДОСТАВКА АВТОМОБИЛЕЙ ПО ГОРОДУ И ОБЛАСТИ !!!АВТОМАРКЕТ МУРМАНСК – большой выбор автомобилей с пробегом от официального дилера!Мы первые, кто формирует честный рынок автомобилей с пробегом в Мурманске и области!Данный автомобиль прошёл проверку:1) Диагностика ходовой части;2) Диагностика двигателя;3) Диагностика трансмиссии;4) Диагностика электронных систем;5) Диагностика кузова автомобиля с проверкой толщины лакокрасочного покрытия с использованием современного оборудования;Преимущества компании АВТОМАРКЕТ:-Юридическая проверкаКаждый автомобиль проверяется по всем юридическим базам.Проверка автомобиля на залог, кредит, розыск, запрет регистрационных действий, историю регистраций и участие в дорожно-транспортных происшествиях.-Предпродажная подготовкаКаждый автомобиль проходит предпродажную подготовку:• Маслосервис;• Полировка кузова;• Комплексная мойка + химчистка;• Обслуживание элементов ходовой части;-Trade-InДля нас нет разницы какой у вас автомобиль. Основные критерии – юридическая чистота и отсутствие серьезных аварий. Для нас не существует не профильных марок, мы оцениваем по достоинству каждый автомобиль. Мы так же выкупаем кредитные автомобили.-ВыкупВы полностью защищены от мошеннических схем при продаже своего автомобиля. Процесс проходит безопасно и цивилизованно. Мы предлагаем максимально объективную оценку за ваш автомобиль, то есть мы выкупаем подержанные машины в Мурманске и области на максимально выгодных условиях. Сотрудничая с нашим автосалоном, вы избавляетесь от хлопот и забот по оформлению сделки, по проведению переговоров с покупателями и продавцами машин.-Комиссионная продажаМы зарабатываем фиксированную комиссию поверх вашей желаемой суммы. Забрать свой автомобиль вы можете в любой момент. Стоимость автомобиля назначается по своему желанию. Предварительно вы можете ознакомиться с договором комиссии.-Обмен и продажа в кредитТолько в нашей компании с легкостью можно обменять между собой легковой и коммерческий автомобиль.-ГарантияАвтомобиль продаётся у официального дилера АВТОМАРКЕТ;Мы предоставляем гарантию на наши автомобили, вне зависимости от марки. Гарантия распространяется на основные узлы и агрегаты;Гарантированная выгода при обмене вашего автомобиля на автомобиль с пробегом:Гарантированная выгода при покупке автомобиля в кредит по программе безопасного финансирования;Гарантия юридической чистоты;Гарантия оформления ОСАГО и КАСКО без комиссии;Мы находимся по адресу г. Мурманск, пр. Кольский 116, АЦ Автомобили с пробегомКомплектация:• Антиблокировочная система• Антипробуксовочная система• Подушки безопасности• Центральный замок• Бортовой компьютер• Усилитель руля• Регулировка руля• Регулировка сиденья водителя• Регулировка сиденья пассажира• Климат-контроль• Подогрев сидений• Противотуманные фары• Фаркоп• Домкрат• Зимний комплект колес• Полноразмерное запасное колесо",https://avatars.mds.yandex.net/get-autoru-vos/2180434/7d8bcbfb93fc6db1f8e5d4673e9aedde/1200x900n,внедорожник 5 дв.,чёрный,2.0 л / 150 л.с. / Дизель,2.0 л , 150 л.с. , Дизель,218 000 км,2016,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,3 февраля,1562,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2180434/7d8bcbfb93fc6db1f8e5d4673e9aedde/1200x900', 'km-age': 218000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 150, 'price': 899000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2016}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 150, 'year': 2014}",Б/у,Haval,H6,2014-2020,2.0d MT (150 л.с.) 4WD,
2021-04-15 12:03:08.229577+03:00,1618477388.0,Haval H6 2014-2020,Вологда,,№ 1101644067,https://auto.ru/cars/used/sale/haval/h6/1101644067-18f2b035/,1 380 000 ₽,Отличное состояние.,https://avatars.mds.yandex.net/get-autoru-vos/3939611/e0e872a2e36d979858332ebdd64a0c89/1200x900n,внедорожник 5 дв.,чёрный,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,11 000 км,2019,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,Растаможен,20 ноября 2020,2088,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/3939611/e0e872a2e36d979858332ebdd64a0c89/1200x900', 'km-age': 11000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1380000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2019}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 143, 'year': 2014}",Б/у,Haval,H6,2014-2020,1.5 AT (143 л.с.),Частное лицо
2021-04-15 12:03:07.190336+03:00,1618477387.0,Haval H6 2014-2020,Москва,Raise Шереметьево | Автомобили с пробегом,№ 1102765801,https://auto.ru/cars/used/sale/haval/h6/1102765801-0b635966/,1 080 000 ₽,"Дополнительная выгода 35.000 рублей при сдаче своего автомобиля по программе TRADE-IN!- За все время 2 владельца. - ПТС оригинал. - Отличное техническое состояние и внешний вид.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  - Два штатных ключа.Комплектация.- Камера заднего вида- Бесключевой доступ- Запуск кнопкой- Передние и задние парктроники- Климат-контроль- Круиз-контроль- Легкосплавные диски- Бортовой компьютер- Мультируль- Отделка руля кожей- Обогрев сидений- Противотуманные фары- Эл. зеркала- Штатная музыкальная система с разъемами USB/AUX/CD/Bluetooth100% соответствие всех заявленных автомобилей по наличию, году выпуска, комплектации и ЦЕНЕ.Дополнительные фото и видео отправляем на WhatsApp или Viber.Если Вам понравился этот автомобиль, но далеко ехать, позвоните, и мы доставим его для осмотра в ближайший к Вам филиал компании.«Raise Шереметьево | Автомобили с пробегом» - это:∙ Полная прозрачность сделки и гарантия юридической чистоты автомобиля.∙ Выкуп Вашего автомобиля за наличные в течении 30 минут∙ Обмен по системе TRADE-IN∙ Кредит ( более 15 Банков-партнеров )∙ Пробная поездка ( тест-драйв )∙ Помощь в постановке на учет и полное документальное сопровождение сделки.∙ Страхование ( КАСКО / ОСАГО )Осмотреть автомобиль можно с 10 до 21 по адресу: г. Химки, Вашутинское шоссе, дом 4Д",https://avatars.mds.yandex.net/get-autoru-vos/4441840/402b108413e56a858448a530fdcf6ea8/1200x900n,внедорожник 5 дв.,белый,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,67 000 км,2018,механическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,Растаможен,8 апреля,526,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4441840/402b108413e56a858448a530fdcf6ea8/1200x900', 'km-age': 67000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1080000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2018}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 143, 'year': 2014}",Б/у,Haval,H6,2014-2020,1.5 MT (143 л.с.) 4WD,
2021-04-15 12:03:08.447678+03:00,1618477388.0,Haval H5 I,Новосибирск,Автогород54,№ 1103082148,https://auto.ru/cars/used/sale/haval/h5/1103082148-18a29a33/,1 499 000 ₽,"«Автогород54» один из крупнейших дилеров легковых автомобилей в НовосибирскеМы предлагаем:КУПИТЬ ЛЮБОЙ АВТОМОБИЛЬ: в наличии или под заказ согласно каталогу производителя;ЛЬГОТНЫЕ ПРОГРАММЫ АВТОКРЕДИТОВАНИЯ: подбор персональных программ кредитования совместно с нашими банками-партнерами;ОФОРМИТЬ КРЕДИТ ОТ 4.5 % годовых на все марки авто, за исключением: на марку Lada от 1%; на марку Renault от 2,9%**КУПИТЬ АВТО С ПРОБЕГОМ: юридически проверенные автомобили, прошедшие полную диагностикуУСТАНОВИТЬ ДОПОЛНИТЕЛЬНОЕ ОБОРУДОВАНИЕ: по желанию мы устанавливаем любые виды доп.оборудования такие как: сигнализация, парктроники, камеры заднего вида, климатическую техникуВ «Автогород54» Вы всегда сможете подобрать автомобиль на любой вкус и кошелек. Наши менеджеры лично сопроводят Вас на всех этапах сделки, а также порадуют Вас ценными подарками и приятными скидками!**Банк-партнер: ПАО ""ВТБ"". Генеральная лицензия ЦБ РФ № 1000 от 08.07.2015 г. Доступная сумма кредита от 30 000 до 3 000 000 руб. Первоначальный взнос по кредиту до 70%. Срок кредита от 6 мес. до 7 лет. Процентная ставка по кредиту от 4,5% - сумма ежемесячного платежа от 417 руб. до 506 583 руб., без комиссий.; Для автомобилей Лада ставка по кредиту от 1% - сумма ежемесячного платежа от 370 руб. до 501 459 руб.; Для автомобилей Renault ставка по кредиту от 2,9% - сумма ежемесячного платежа от 395 руб. до 504 238.; Кредит предоставляется при условии страхования жизни, а также ущерба угона.Автомобиль не стоит на учете в РФ.• Дневные ходовые огни• Парктроник• Подушки безопасности (фронтальные + боковые)• Подушки безопасности (фронтальные)• Вспомогательные системы (Помощи при спуске)• 2 высокочастотных и 4 низкочастотных динамика• Isofix / LATCH• Автоматические электроподъемники с защитой от защемления со стороны водителя• Аккумулятор увеличенной емкости, 62 Ач, усиленная проводка• Безопасный кузов ""N-CAP Frame""• Боковые зеркала с электроприводом регулировок, подогревом и повторителями указателей поворотов• Вспомогательный информационный дисплей (альтиметр, барометр, компас, угол наклона)• Дополнительный стоп-сигнал• Задняя шторка-разделитель багажного отделения• Камера заднего вида с динамической разметкой• Круиз-контроль• Мультимедиа система MP5 сенсорным дисплеем 8"", cистема беспроводной связи Bluetooth, USB-разъем• Набор инструментов• Обивка сидений эко-кожа• Обогрев зон покоя стеклоочистителей лобового стекла• Передние и задние дисковые тормоза• Полиуретановый защитный коврик в багажнике• Регулировка рулевой колонки по высоте• Регулировка фар головного света• Розетка 220В второго ряда• Ручная регулировка сиденья переднего пассажира по 4 направлениям• Система крепления груза: такелажные кольца в полу, бортовые крючки багажного отделения• Система помощи на подъеме (HHC)• Травмобезопасная рулевая колонка• Управление аудио, Bluetooth, круиз-контролем на рулевом колесе• Функция задержки выключения фар - сопровождение домой• Футляр для очков в потолочной консоли• Шины 235/65 R17• Электропривод регулировок сиденья водителя в 6-ти направлениях",https://avatars.mds.yandex.net/get-autoru-vos/2106781/9bdc72c556a8a5477672d26022fdba38/1200x900n,внедорожник 5 дв.,чёрный,2.0 л / 150 л.с. / Бензин,2.0 л , 150 л.с. , Бензин,30 км,2021,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,7 апреля,228,Haval H5 I,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2106781/9bdc72c556a8a5477672d26022fdba38/1200x900', 'km-age': 30, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H5', 'modelName': 'H5', 'power': 150, 'price': 1499000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2021}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H5', 'state': 'new', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 150, 'year': 2020}",Б/у,Haval,H5,I,2.0 MT (150 л.с.) 4WD,
2021-04-15 12:03:08.405282+03:00,1618477388.0,Haval H6 2014-2020,Севастополь,,№ 1097478120,https://auto.ru/cars/used/sale/haval/h6/1097478120-a88f1baf/,1 100 000 ₽,"Продам машину. Служит верой и правдой для семьи, для дома. Куплен в салоне в 2017 году. Белый Хавейл в комплектации Элит. Кожаный салон, климат контроль, мультимедийная система с сенсорным ЖК дисплеем, люк с электроприводом. Круиз контроль, легкосплавные 17 ' диски, ксеноновые фары, датчик дождя/света. Камера заднего вида, камера в правом зеркале, парковочные датчики сзади/спереди, ABS, EBD, ESP, система контроля давления в шинах. Объем багажника 808 л.",https://avatars.mds.yandex.net/get-verba/216201/2a00000169a99b444f146e5695dcde92df6d/cattouch,внедорожник 5 дв.,белый,2.0 л / 150 л.с. / Дизель,2.0 л , 150 л.с. , Дизель,44 000 км,2016,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,Растаможен,12 апреля 2020,1984,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-verba/216201/2a00000169a99b444f146e5695dcde92df6d/cattouch', 'km-age': 44000, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 150, 'price': 1100000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': 'suv', 'year': 2016}","{'category': 'cars', 'mark': 'HAVAL', 'model': 'H6', 'state': 'used', 'class': 'J', 'type': 'suv', 'segment': 'MEDIUM', 'group': 'family', 'power': 150, 'year': 2014}",Б/у,Haval,H6,2014-2020,2.0d MT (150 л.с.) 4WD,Частное лицо
2021-04-15 12:03:10.930054+03:00,1618477390.0,Haval H6 2014-2020,Белгород,Тринити Моторс Эксперт Белгород,№ 1102787983,https://auto.ru/cars/used/sale/haval/h6/1102787983-eed1e268/,1 165 000 ₽,"-Дополнительные выгоды при обмене на Ваш автомобиль по программе trade-in;-Специальные кредитные предложения:-Первоначальный взнос от 0%.-Срок кредитования от 6 месяцев до 7 лет.-Выгодные процентные ставки от 7,9%.-Оформление по двум документам с минимальными требованиями к заёмщику.-Выдача автомобиля в течении двух часов после обращения.-Индивидуальные условия при кредитовании.-Комплексная предпродажная подготовка высококвалифицированным персоналом сервиса по более чем 30 параметрам.-Гарантия юридической чистоты сделки.-Выкуп Вашего авто в день обращения.-Выкуп залогового и кредитного автомобиля.И всё это в Автоцентре Тринити Эксперт по адресу: г. Белгород, пр-т Б.Хмельницкого, д. 184 (здание автоцентра Nissan).  Мы работаем ежедневно с 8:00 до 20:00 #cme117-DPpZvWA [hhccgco:45358]",https://avatars.mds.yandex.net/get-autoru-vos/4119679/5f548d62f54d33188fc5f4f4ae301998/1200x900n,внедорожник 5 дв.,чёрный,1.5 л / 143 л.с. / Бензин,1.5 л , 143 л.с. , Бензин,84 626 км,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,Растаможен,13 марта,481,Haval H6,"{'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4119679/5f548d62f54d33188fc5f4f4ae301998/1200x900', 'km-age': 84626, 'mark': 'HAVAL', 'markName': 'Haval', 'model': 'H6', 'modelName': 'H6', 'power': 143, 'price': 1165000, 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2018}",{},Б/у,Haval,H6,2014-2020,1.5 AT (143 л.с.),
